"","origin","destination","age","sex","year","proportion_value_em","proportion_value_im","value_est"
"784","FI","AT","Y05-09","M",2015,NA,NA,0.0179985730038901
"785","FI","AT","Y10-14","F",2009,NA,NA,0.0107087401601309
"786","FI","AT","Y10-14","F",2010,NA,NA,0.0111368728316419
"787","FI","AT","Y10-14","F",2011,NA,NA,0.0104276193449962
"788","FI","AT","Y10-14","F",2012,NA,NA,0.0112501374746216
"789","FI","AT","Y10-14","F",2013,NA,NA,0.0122127776236553
"790","FI","AT","Y10-14","F",2014,NA,NA,0.0119584863490833
"791","FI","AT","Y10-14","F",2015,NA,NA,0.0112629729639991
"792","FI","AT","Y10-14","M",2009,NA,NA,0.0105424638699736
"793","FI","AT","Y10-14","M",2010,NA,NA,0.011893143517344
"794","FI","AT","Y10-14","M",2011,NA,NA,0.0106380117074089
"795","FI","AT","Y10-14","M",2012,NA,NA,0.0103087064268987
"796","FI","AT","Y10-14","M",2013,NA,NA,0.0118871090953595
"797","FI","AT","Y10-14","M",2014,NA,NA,0.0107486151677355
"798","FI","AT","Y10-14","M",2015,NA,NA,0.0109126752191422
"799","FI","AT","Y15-19","F",2009,NA,NA,0.0219306549593972
"800","FI","AT","Y15-19","F",2010,NA,NA,0.024749200840583
"801","FI","AT","Y15-19","F",2011,NA,NA,0.0186601280436462
"802","FI","AT","Y15-19","F",2012,NA,NA,0.0206854424414735
"803","FI","AT","Y15-19","F",2013,NA,NA,0.0206703891711122
"804","FI","AT","Y15-19","F",2014,NA,NA,0.0212666684914504
"805","FI","AT","Y15-19","F",2015,NA,NA,0.0205436772697029
"806","FI","AT","Y15-19","M",2009,NA,NA,0.0197168556121081
"807","FI","AT","Y15-19","M",2010,NA,NA,0.0198787213116253
"808","FI","AT","Y15-19","M",2011,NA,NA,0.0175872219243694
"809","FI","AT","Y15-19","M",2012,NA,NA,0.0177820688495522
"810","FI","AT","Y15-19","M",2013,NA,NA,0.0195522077465017
"811","FI","AT","Y15-19","M",2014,NA,NA,0.0192025486562925
"812","FI","AT","Y15-19","M",2015,NA,NA,0.0198190697962759
"813","FI","AT","Y20-24","F",2009,NA,NA,0.0720367819031603
"814","FI","AT","Y20-24","F",2010,NA,NA,0.0662586723771765
"815","FI","AT","Y20-24","F",2011,NA,NA,0.0895639222846782
"816","FI","AT","Y20-24","F",2012,NA,NA,0.0778784300286605
"817","FI","AT","Y20-24","F",2013,NA,NA,0.0844909181779673
"818","FI","AT","Y20-24","F",2014,NA,NA,0.0584753383967809
"819","FI","AT","Y20-24","F",2015,NA,NA,0.0701649273096406
"820","FI","AT","Y20-24","M",2009,NA,NA,0.055356702442571
"821","FI","AT","Y20-24","M",2010,NA,NA,0.0578251008480704
"822","FI","AT","Y20-24","M",2011,NA,NA,0.0576255644127424
"823","FI","AT","Y20-24","M",2012,NA,NA,0.0721375756563115
"824","FI","AT","Y20-24","M",2013,NA,NA,0.0541866380451327
"825","FI","AT","Y20-24","M",2014,NA,NA,0.0617000832256687
"826","FI","AT","Y20-24","M",2015,NA,NA,0.0576851446690485
"827","FI","AT","Y25-29","F",2009,NA,NA,0.119821630782895
"828","FI","AT","Y25-29","F",2010,NA,NA,0.122673538623273
"829","FI","AT","Y25-29","F",2011,NA,NA,0.117702395078736
"830","FI","AT","Y25-29","F",2012,NA,NA,0.106877852668763
"831","FI","AT","Y25-29","F",2013,NA,NA,0.111700292260644
"832","FI","AT","Y25-29","F",2014,NA,NA,0.112909918481048
"833","FI","AT","Y25-29","F",2015,NA,NA,0.119610643349755
"834","FI","AT","Y25-29","M",2009,NA,NA,0.0948772689078838
"835","FI","AT","Y25-29","M",2010,NA,NA,0.102144050960983
"836","FI","AT","Y25-29","M",2011,NA,NA,0.0996787745158059
"837","FI","AT","Y25-29","M",2012,NA,NA,0.0761791313175126
"838","FI","AT","Y25-29","M",2013,NA,NA,0.0930698873350772
"839","FI","AT","Y25-29","M",2014,NA,NA,0.093990682909704
"840","FI","AT","Y25-29","M",2015,NA,NA,0.0960886694386679
"841","FI","AT","Y30-34","F",2009,NA,NA,0.0895518738324563
"842","FI","AT","Y30-34","F",2010,NA,NA,0.084887601001906
"843","FI","AT","Y30-34","F",2011,NA,NA,0.0780452573132854
"844","FI","AT","Y30-34","F",2012,NA,NA,0.0932967648395129
"845","FI","AT","Y30-34","F",2013,NA,NA,0.082271053033923
"846","FI","AT","Y30-34","F",2014,NA,NA,0.0829456475895996
"847","FI","AT","Y30-34","F",2015,NA,NA,0.0903499624017269
"848","FI","AT","Y30-34","M",2009,NA,NA,0.0775284434959294
"849","FI","AT","Y30-34","M",2010,NA,NA,0.074619011563595
"850","FI","AT","Y30-34","M",2011,NA,NA,0.0794197317269163
"851","FI","AT","Y30-34","M",2012,NA,NA,0.0826258140325385
"852","FI","AT","Y30-34","M",2013,NA,NA,0.0727377415949323
"853","FI","AT","Y30-34","M",2014,NA,NA,0.0750094699273977
"854","FI","AT","Y30-34","M",2015,NA,NA,0.0797254666686607
"855","FI","AT","Y35-39","F",2009,NA,NA,0.0557021086963522
"856","FI","AT","Y35-39","F",2010,NA,NA,0.0533163604747536
"857","FI","AT","Y35-39","F",2011,NA,NA,0.0511231371247492
"858","FI","AT","Y35-39","F",2012,NA,NA,0.0559502319557203
"859","FI","AT","Y35-39","F",2013,NA,NA,0.0551974474956635
"860","FI","AT","Y35-39","F",2014,NA,NA,0.0627448637235125
"861","FI","AT","Y35-39","F",2015,NA,NA,0.0525036642017192
"862","FI","AT","Y35-39","M",2009,NA,NA,0.0500644876439258
"863","FI","AT","Y35-39","M",2010,NA,NA,0.0453635758557914
"864","FI","AT","Y35-39","M",2011,NA,NA,0.0525111705065293
"865","FI","AT","Y35-39","M",2012,NA,NA,0.0529172172691174
"866","FI","AT","Y35-39","M",2013,NA,NA,0.05703467650875
"867","FI","AT","Y35-39","M",2014,NA,NA,0.049015750674925
"868","FI","AT","Y35-39","M",2015,NA,NA,0.0479365687273576
"869","FI","AT","Y40-44","F",2009,NA,NA,0.0294034258832824
"870","FI","AT","Y40-44","F",2010,NA,NA,0.0292629388267704
"871","FI","AT","Y40-44","F",2011,NA,NA,0.0298147642947188
"872","FI","AT","Y40-44","F",2012,NA,NA,0.0302296067281914
"873","FI","AT","Y40-44","F",2013,NA,NA,0.0304224453749059
"874","FI","AT","Y40-44","F",2014,NA,NA,0.0348693844336424
"875","FI","AT","Y40-44","F",2015,NA,NA,0.0306974026429293
"876","FI","AT","Y40-44","M",2009,NA,NA,0.0265409351906703
"877","FI","AT","Y40-44","M",2010,NA,NA,0.0311506251132876
"878","FI","AT","Y40-44","M",2011,NA,NA,0.027161983214163
"879","FI","AT","Y40-44","M",2012,NA,NA,0.030872980903506
"880","FI","AT","Y40-44","M",2013,NA,NA,0.03195468390505
"881","FI","AT","Y40-44","M",2014,NA,NA,0.0332877621960717
"882","FI","AT","Y40-44","M",2015,NA,NA,0.0280544411436328
"883","FI","AT","Y45-49","F",2009,NA,NA,0.0209055708508532
"884","FI","AT","Y45-49","F",2010,NA,NA,0.0204501860377209
"885","FI","AT","Y45-49","F",2011,NA,NA,0.0194768380120271
"886","FI","AT","Y45-49","F",2012,NA,NA,0.0221641868721482
"887","FI","AT","Y45-49","F",2013,NA,NA,0.0212635173006176
"888","FI","AT","Y45-49","F",2014,NA,NA,0.0204684903075719
"889","FI","AT","Y45-49","F",2015,NA,NA,0.0219268933346621
"890","FI","AT","Y45-49","M",2009,NA,NA,0.0213128026774491
"891","FI","AT","Y45-49","M",2010,NA,NA,0.0190156856679234
"892","FI","AT","Y45-49","M",2011,NA,NA,0.0196368203324277
"893","FI","AT","Y45-49","M",2012,NA,NA,0.0190600774681375
"894","FI","AT","Y45-49","M",2013,NA,NA,0.020832059086876
"895","FI","AT","Y45-49","M",2014,NA,NA,0.0208017094419874
"896","FI","AT","Y45-49","M",2015,NA,NA,0.020434828006456
"897","FI","AT","Y50-54","F",2009,NA,NA,0.0146643171855673
"898","FI","AT","Y50-54","F",2010,NA,NA,0.0159039530172057
"899","FI","AT","Y50-54","F",2011,NA,NA,0.0139891952553661
"900","FI","AT","Y50-54","F",2012,NA,NA,0.014211672506904
"901","FI","AT","Y50-54","F",2013,NA,NA,0.0153284973241426
"902","FI","AT","Y50-54","F",2014,NA,NA,0.015010211156186
"903","FI","AT","Y50-54","F",2015,NA,NA,0.0153817418791951
"904","FI","AT","Y50-54","M",2009,NA,NA,0.014001403144129
"905","FI","AT","Y50-54","M",2010,NA,NA,0.0164079108163492
"906","FI","AT","Y50-54","M",2011,NA,NA,0.0136382402314107
"907","FI","AT","Y50-54","M",2012,NA,NA,0.014187726796603
"908","FI","AT","Y50-54","M",2013,NA,NA,0.014377037598337
"909","FI","AT","Y50-54","M",2014,NA,NA,0.0140152779537196
"910","FI","AT","Y50-54","M",2015,NA,NA,0.0148569398739177
"911","FI","AT","Y55-59","F",2009,NA,NA,0.0132063627275545
"912","FI","AT","Y55-59","F",2010,NA,NA,0.0118561647953808
"913","FI","AT","Y55-59","F",2011,NA,NA,0.0125744347309629
"914","FI","AT","Y55-59","F",2012,NA,NA,0.0117875162054984
"915","FI","AT","Y55-59","F",2013,NA,NA,0.0125547740310668
"916","FI","AT","Y55-59","F",2014,NA,NA,0.01306184055871
"917","FI","AT","Y55-59","F",2015,NA,NA,0.0121658647789038
"918","FI","AT","Y55-59","M",2009,NA,NA,0.011609439438907
"919","FI","AT","Y55-59","M",2010,NA,NA,0.0112713643384185
"920","FI","AT","Y55-59","M",2011,NA,NA,0.0121240615247234
"921","FI","AT","Y55-59","M",2012,NA,NA,0.0114052910647284
"922","FI","AT","Y55-59","M",2013,NA,NA,0.0114454976400889
"923","FI","AT","Y55-59","M",2014,NA,NA,0.0114041187300896
"924","FI","AT","Y55-59","M",2015,NA,NA,0.0119974024312277
"925","FI","AT","Y60-64","F",2009,NA,NA,0.0101888101532797
"926","FI","AT","Y60-64","F",2010,NA,NA,0.00995872177848841
"927","FI","AT","Y60-64","F",2011,NA,NA,0.00927710859929866
"928","FI","AT","Y60-64","F",2012,NA,NA,0.00952540292914701
"929","FI","AT","Y60-64","F",2013,NA,NA,0.0098371892856357
"930","FI","AT","Y60-64","F",2014,NA,NA,0.009689067714589
"931","FI","AT","Y60-64","F",2015,NA,NA,0.00999016961449581
"932","FI","AT","Y60-64","M",2009,NA,NA,0.00947831045763877
"933","FI","AT","Y60-64","M",2010,NA,NA,0.00930175587044725
"934","FI","AT","Y60-64","M",2011,NA,NA,0.00919554839547051
"935","FI","AT","Y60-64","M",2012,NA,NA,0.00937942207440032
"936","FI","AT","Y60-64","M",2013,NA,NA,0.00940777099652562
"937","FI","AT","Y60-64","M",2014,NA,NA,0.00982741717630541
"938","FI","AT","Y60-64","M",2015,NA,NA,0.00880259847199089
"939","FI","AT","Y65-69","F",2009,NA,NA,0.0087338989562667
"940","FI","AT","Y65-69","F",2010,NA,NA,0.00839683943597586
"941","FI","AT","Y65-69","F",2011,NA,NA,0.00798721732636274
"942","FI","AT","Y65-69","F",2012,NA,NA,0.00873279671536967
"943","FI","AT","Y65-69","F",2013,NA,NA,0.00863342189468121
"944","FI","AT","Y65-69","F",2014,NA,NA,0.00913279810407819
"945","FI","AT","Y65-69","F",2015,NA,NA,0.00822174415480598
"946","FI","AT","Y65-69","M",2009,NA,NA,0.00818056879148022
"947","FI","AT","Y65-69","M",2010,NA,NA,0.0078546854792368
"948","FI","AT","Y65-69","M",2011,NA,NA,0.00757857934989706
"949","FI","AT","Y65-69","M",2012,NA,NA,0.0075517977801884
"950","FI","AT","Y65-69","M",2013,NA,NA,0.00812222620694474
"951","FI","AT","Y65-69","M",2014,NA,NA,0.00848684535747372
"952","FI","AT","Y65-69","M",2015,NA,NA,0.00844112777191413
"953","FI","AT","Y70-74","F",2009,NA,NA,0.00285207507807826
"954","FI","AT","Y70-74","F",2010,NA,NA,0.00289057388907241
"955","FI","AT","Y70-74","F",2011,NA,NA,0.00282762839655812
"956","FI","AT","Y70-74","F",2012,NA,NA,0.00278877578626232
"957","FI","AT","Y70-74","F",2013,NA,NA,0.00290229110865399
"958","FI","AT","Y70-74","F",2014,NA,NA,0.00295303451137712
"959","FI","AT","Y70-74","F",2015,NA,NA,0.00291401287171652
"960","FI","AT","Y70-74","M",2009,NA,NA,0.00266053490139609
"961","FI","AT","Y70-74","M",2010,NA,NA,0.0026780089457828
"962","FI","AT","Y70-74","M",2011,NA,NA,0.00264320659425742
"963","FI","AT","Y70-74","M",2012,NA,NA,0.00264220160358565
"964","FI","AT","Y70-74","M",2013,NA,NA,0.002726726026422
"965","FI","AT","Y70-74","M",2014,NA,NA,0.00284025605493688
"966","FI","AT","Y70-74","M",2015,NA,NA,0.0026678232497527
"967","FI","AT","Y75-79","F",2009,NA,NA,0.00121669053456891
"968","FI","AT","Y75-79","F",2010,NA,NA,0.00120216687870486
"969","FI","AT","Y75-79","F",2011,NA,NA,0.00115582728315708
"970","FI","AT","Y75-79","F",2012,NA,NA,0.00118365556143657
"971","FI","AT","Y75-79","F",2013,NA,NA,0.00123657315822326
"972","FI","AT","Y75-79","F",2014,NA,NA,0.00121469429718673
"973","FI","AT","Y75-79","F",2015,NA,NA,0.00122130493708687
"974","FI","AT","Y75-79","M",2009,NA,NA,0.00109151673976811
"975","FI","AT","Y75-79","M",2010,NA,NA,0.00111179871438771
"976","FI","AT","Y75-79","M",2011,NA,NA,0.00106295390882831
"977","FI","AT","Y75-79","M",2012,NA,NA,0.00109649356042265
"978","FI","AT","Y75-79","M",2013,NA,NA,0.00112841856687108
"979","FI","AT","Y75-79","M",2014,NA,NA,0.00112692499045307
"980","FI","AT","Y75-79","M",2015,NA,NA,0.00110687852799148
"981","FI","AT","Y80-84","F",2009,NA,NA,0.00198733722849476
"982","FI","AT","Y80-84","F",2010,NA,NA,0.0020169535623266
"983","FI","AT","Y80-84","F",2011,NA,NA,0.00196888384791366
"984","FI","AT","Y80-84","F",2012,NA,NA,0.00196277643726991
"985","FI","AT","Y80-84","F",2013,NA,NA,0.00200724855031911
"986","FI","AT","Y80-84","F",2014,NA,NA,0.00205650306142579
"987","FI","AT","Y80-84","F",2015,NA,NA,0.00199820439835798
"988","FI","AT","Y80-84","M",2009,NA,NA,0.00185758817227657
"989","FI","AT","Y80-84","M",2010,NA,NA,0.00189109465582508
"990","FI","AT","Y80-84","M",2011,NA,NA,0.00183535801041566
"991","FI","AT","Y80-84","M",2012,NA,NA,0.00184956938181792
"992","FI","AT","Y80-84","M",2013,NA,NA,0.00199648910990872
"993","FI","AT","Y80-84","M",2014,NA,NA,0.00188241040712556
"994","FI","AT","Y80-84","M",2015,NA,NA,0.00189815736518747
"995","FI","AT","Y85-Inf","F",2009,NA,NA,0.00180413288947259
"996","FI","AT","Y85-Inf","F",2010,NA,NA,0.00183307385426263
"997","FI","AT","Y85-Inf","F",2011,NA,NA,0.00174229545423796
"998","FI","AT","Y85-Inf","F",2012,NA,NA,0.00179358636169783
"999","FI","AT","Y85-Inf","F",2013,NA,NA,0.00181320503965459
"1000","FI","AT","Y85-Inf","F",2014,NA,NA,0.0018431404079425
"1001","FI","AT","Y85-Inf","F",2015,NA,NA,0.00179360840891063
"1002","FI","AT","Y85-Inf","M",2009,NA,NA,0.00165599596580544
"1003","FI","AT","Y85-Inf","M",2010,NA,NA,0.00165263368311084
"1004","FI","AT","Y85-Inf","M",2011,NA,NA,0.00162335862112281
"1005","FI","AT","Y85-Inf","M",2012,NA,NA,0.0016659279015534
"1006","FI","AT","Y85-Inf","M",2013,NA,NA,0.00166878961323297
"1007","FI","AT","Y85-Inf","M",2014,NA,NA,0.00170039442905016
"1008","FI","AT","Y85-Inf","M",2015,NA,NA,0.00166355405909631
"1009","FI","NL","Y00-04","F",2009,0.00975609756097561,0.0189873417721519,0.0217194714933574
"1010","FI","NL","Y00-04","F",2010,0.0275590551181102,0.0252808988764045,0.0254160568764731
"1011","FI","NL","Y00-04","F",2011,0.0222222222222222,0.0204081632653061,0.0234805963645891
"1012","FI","NL","Y00-04","F",2012,0.029045643153527,0.0254041570438799,0.0258613490908521
"1013","FI","NL","Y00-04","F",2013,0.0170212765957447,0.0179028132992327,0.0223363862763785
"1014","FI","NL","Y00-04","F",2014,0.0224719101123595,0.012987012987013,0.0216924151636997
"1015","FI","NL","Y00-04","F",2015,0.0162866449511401,0.0111317254174397,0.0198690945664219
"1016","FI","NL","Y00-04","M",2009,0.0682926829268293,0.0126582278481013,0.0272459184476343
"1017","FI","NL","Y00-04","M",2010,0.0551181102362205,0.0449438202247191,0.0330385742914178
"1018","FI","NL","Y00-04","M",2011,0.0296296296296296,0.0272108843537415,0.0258668340316712
"1019","FI","NL","Y00-04","M",2012,0.037344398340249,0.0415704387990762,0.0300426759263825
"1020","FI","NL","Y00-04","M",2013,0.0212765957446809,0.0153452685421995,0.021613384996731
"1021","FI","NL","Y00-04","M",2014,0.0411985018726592,0.0303030303030303,0.0284695820447831
"1022","FI","NL","Y00-04","M",2015,0.0293159609120521,0.012987012987013,0.0217689032180383
"1023","FI","NL","Y05-09","F",2009,0.00975609756097561,0.00316455696202532,0.0151758937133178
"1024","FI","NL","Y05-09","F",2010,0.0393700787401575,0.0224719101123595,0.0225728942450354
"1025","FI","NL","Y05-09","F",2011,0.037037037037037,0.0226757369614512,0.0225761677128709
"1026","FI","NL","Y05-09","F",2012,0.024896265560166,0.0161662817551963,0.0197435430169517
"1027","FI","NL","Y05-09","F",2013,0.0212765957446809,0.0179028132992327,0.0192783275530003
"1028","FI","NL","Y05-09","F",2014,0.0224719101123595,0.0216450216450216,0.0202044871173281
"1029","FI","NL","Y05-09","F",2015,0.0325732899022801,0.012987012987013,0.0195787522037197
"1030","FI","NL","Y05-09","M",2009,0.00975609756097561,0.00316455696202532,0.0148361091766809
"1031","FI","NL","Y05-09","M",2010,0.0236220472440945,0.00561797752808989,0.0166483265785286
"1032","FI","NL","Y05-09","M",2011,0.037037037037037,0.0272108843537415,0.0227309031500698
"1033","FI","NL","Y05-09","M",2012,0.024896265560166,0.0184757505773672,0.0194119088335796
"1034","FI","NL","Y05-09","M",2013,0.0425531914893617,0.030690537084399,0.0237232912734835
"1035","FI","NL","Y05-09","M",2014,0.0299625468164794,0.0173160173160173,0.0199763028430056
"1036","FI","NL","Y05-09","M",2015,0.0358306188925081,0.0222634508348794,0.0217920833441007
"1037","FI","NL","Y10-14","F",2009,0.00975609756097561,0.00632911392405063,0.00961194844683064
"1038","FI","NL","Y10-14","F",2010,0.015748031496063,0.00561797752808989,0.0101636340005014
"1039","FI","NL","Y10-14","F",2011,0.0185185185185185,0.0113378684807256,0.0114047974126461
"1040","FI","NL","Y10-14","F",2012,0.00829875518672199,0.0161662817551963,0.0113010136100219
"1041","FI","NL","Y10-14","F",2013,0.00851063829787234,0.010230179028133,0.010185445708732
"1042","FI","NL","Y10-14","F",2014,0.00374531835205993,0.00432900432900433,0.0089344232236692
"1043","FI","NL","Y10-14","F",2015,0.0195439739413681,0.00927643784786642,0.0109669010443112
"1044","FI","NL","Y10-14","M",2009,0.0146341463414634,0,0.00891902556517877
"1045","FI","NL","Y10-14","M",2010,0,0,0.00779531650436407
"1046","FI","NL","Y10-14","M",2011,0.0037037037037037,0.0090702947845805,0.00949306201547004
"1047","FI","NL","Y10-14","M",2012,0.012448132780083,0.0184757505773672,0.0116514265284757
"1048","FI","NL","Y10-14","M",2013,0.0170212765957447,0.0127877237851662,0.0108518942093706
"1049","FI","NL","Y10-14","M",2014,0.0149812734082397,0.0108225108225108,0.0105502166009207
"1050","FI","NL","Y10-14","M",2015,0.00977198697068404,0.00742115027829314,0.00952198269848648
"1051","FI","NL","Y15-19","F",2009,0.00975609756097561,0.0221518987341772,0.0224633680933214
"1052","FI","NL","Y15-19","F",2010,0.0118110236220472,0.0308988764044944,0.0246642112381765
"1053","FI","NL","Y15-19","F",2011,0.0222222222222222,0.0294784580498866,0.0261740056693031
"1054","FI","NL","Y15-19","F",2012,0.033195020746888,0.0323325635103926,0.0289921944836369
"1055","FI","NL","Y15-19","F",2013,0.025531914893617,0.0664961636828645,0.0342738925436009
"1056","FI","NL","Y15-19","F",2014,0.0149812734082397,0.0476190476190476,0.0291891754276144
"1057","FI","NL","Y15-19","F",2015,0.00651465798045603,0.0482374768089054,0.0276753323514114
"1058","FI","NL","Y15-19","M",2009,0.0146341463414634,0.0253164556962025,0.0232104307508957
"1059","FI","NL","Y15-19","M",2010,0.0118110236220472,0.00561797752808989,0.0188039872581638
"1060","FI","NL","Y15-19","M",2011,0.0037037037037037,0.0113378684807256,0.0187523315337938
"1061","FI","NL","Y15-19","M",2012,0.012448132780083,0.0184757505773672,0.0219192594884727
"1062","FI","NL","Y15-19","M",2013,0,0.00767263427109974,0.0180294130209962
"1063","FI","NL","Y15-19","M",2014,0.00749063670411985,0.0151515151515152,0.019976875008626
"1064","FI","NL","Y15-19","M",2015,0.00651465798045603,0.0278293135435993,0.0224795674722111
"1065","FI","NL","Y20-24","F",2009,0.11219512195122,0.205696202531646,0.146999055743881
"1066","FI","NL","Y20-24","F",2010,0.094488188976378,0.179775280898876,0.134244521755286
"1067","FI","NL","Y20-24","F",2011,0.118518518518519,0.192743764172336,0.144421732167662
"1068","FI","NL","Y20-24","F",2012,0.0954356846473029,0.184757505773672,0.136902556787481
"1069","FI","NL","Y20-24","F",2013,0.114893617021277,0.20460358056266,0.146588898877666
"1070","FI","NL","Y20-24","F",2014,0.0823970037453183,0.203463203463203,0.137780200870573
"1071","FI","NL","Y20-24","F",2015,0.143322475570033,0.23191094619666,0.164067869129201
"1072","FI","NL","Y20-24","M",2009,0.0585365853658537,0.110759493670886,0.101566444460439
"1073","FI","NL","Y20-24","M",2010,0.0551181102362205,0.137640449438202,0.108607483069573
"1074","FI","NL","Y20-24","M",2011,0.0740740740740741,0.102040816326531,0.103890703094693
"1075","FI","NL","Y20-24","M",2012,0.0497925311203319,0.106235565819861,0.099449169054042
"1076","FI","NL","Y20-24","M",2013,0.0808510638297872,0.10997442455243,0.108967217481418
"1077","FI","NL","Y20-24","M",2014,0.0823970037453183,0.127705627705628,0.114039976091462
"1078","FI","NL","Y20-24","M",2015,0.0716612377850163,0.120593692022263,0.109082245497546
"1079","FI","NL","Y25-29","F",2009,0.170731707317073,0.164556962025316,0.139981581420433
"1080","FI","NL","Y25-29","F",2010,0.125984251968504,0.109550561797753,0.113457197909655
"1081","FI","NL","Y25-29","F",2011,0.114814814814815,0.140589569160998,0.122201571536022
"1082","FI","NL","Y25-29","F",2012,0.120331950207469,0.106235565819861,0.112607853469519
"1083","FI","NL","Y25-29","F",2013,0.102127659574468,0.0920716112531969,0.102304105546112
"1084","FI","NL","Y25-29","F",2014,0.116104868913858,0.119047619047619,0.114673243261433
"1085","FI","NL","Y25-29","F",2015,0.0879478827361563,0.109461966604824,0.10392903224997
"1086","FI","NL","Y25-29","M",2009,0.0975609756097561,0.117088607594937,0.105660278821214
"1087","FI","NL","Y25-29","M",2010,0.0866141732283465,0.109550561797753,0.102075324949934
"1088","FI","NL","Y25-29","M",2011,0.0666666666666667,0.0748299319727891,0.0847008949976985
"1089","FI","NL","Y25-29","M",2012,0.116182572614108,0.092378752886836,0.103964046956258
"1090","FI","NL","Y25-29","M",2013,0.123404255319149,0.115089514066496,0.111682771810137
"1091","FI","NL","Y25-29","M",2014,0.0898876404494382,0.0909090909090909,0.0968389514114097
"1092","FI","NL","Y25-29","M",2015,0.0977198697068404,0.102040816326531,0.103557298584913
"1093","FI","NL","Y30-34","F",2009,0.0829268292682927,0.0632911392405063,0.0708970569066709
"1094","FI","NL","Y30-34","F",2010,0.106299212598425,0.0926966292134832,0.0848519524912772
"1095","FI","NL","Y30-34","F",2011,0.114814814814815,0.0816326530612245,0.0836556188989194
"1096","FI","NL","Y30-34","F",2012,0.0788381742738589,0.0577367205542725,0.0695251371078688
"1097","FI","NL","Y30-34","F",2013,0.0851063829787234,0.0562659846547315,0.0697100413680931
"1098","FI","NL","Y30-34","F",2014,0.0936329588014981,0.0562770562770563,0.0712752612292144
"1099","FI","NL","Y30-34","F",2015,0.107491856677524,0.0686456400742115,0.078432238403924
"1100","FI","NL","Y30-34","M",2009,0.0682926829268293,0.0537974683544304,0.064395067740059
"1101","FI","NL","Y30-34","M",2010,0.0748031496062992,0.0533707865168539,0.0666106825839436
"1102","FI","NL","Y30-34","M",2011,0.0518518518518519,0.0657596371882086,0.0639988914449546
"1103","FI","NL","Y30-34","M",2012,0.0705394190871369,0.0669745958429561,0.069729922581373
"1104","FI","NL","Y30-34","M",2013,0.0808510638297872,0.0690537084398977,0.071625276964227
"1105","FI","NL","Y30-34","M",2014,0.0823970037453183,0.0649350649350649,0.0711933504491443
"1106","FI","NL","Y30-34","M",2015,0.0684039087947883,0.051948051948052,0.0632321068610792
"1107","FI","NL","Y35-39","F",2009,0.048780487804878,0.0316455696202532,0.0418655792384258
"1108","FI","NL","Y35-39","F",2010,0.062992125984252,0.0252808988764045,0.0438413524195514
"1109","FI","NL","Y35-39","F",2011,0.0703703703703704,0.0385487528344671,0.0486155005544637
"1110","FI","NL","Y35-39","F",2012,0.045643153526971,0.0277136258660508,0.0409601138124806
"1111","FI","NL","Y35-39","F",2013,0.0425531914893617,0.0358056265984655,0.0423993213878626
"1112","FI","NL","Y35-39","F",2014,0.0561797752808989,0.0324675324675325,0.0442450318015589
"1113","FI","NL","Y35-39","F",2015,0.0521172638436482,0.025974025974026,0.0407863823492902
"1114","FI","NL","Y35-39","M",2009,0.0731707317073171,0.0411392405063291,0.047747762600673
"1115","FI","NL","Y35-39","M",2010,0.0708661417322835,0.0393258426966292,0.0481633338633046
"1116","FI","NL","Y35-39","M",2011,0.0703703703703704,0.0385487528344671,0.0475830379965659
"1117","FI","NL","Y35-39","M",2012,0.0746887966804979,0.0623556581986143,0.0547389134526326
"1118","FI","NL","Y35-39","M",2013,0.0723404255319149,0.0460358056265985,0.0499770855422381
"1119","FI","NL","Y35-39","M",2014,0.0599250936329588,0.0454545454545455,0.0482553547976274
"1120","FI","NL","Y35-39","M",2015,0.0716612377850163,0.0482374768089054,0.0503675868253662
"1121","FI","NL","Y40-44","F",2009,0.0341463414634146,0.0221518987341772,0.025980596665399
"1122","FI","NL","Y40-44","F",2010,0.0354330708661417,0.0140449438202247,0.0247827517967014
"1123","FI","NL","Y40-44","F",2011,0.0333333333333333,0.0272108843537415,0.0275242308417681
"1124","FI","NL","Y40-44","F",2012,0.033195020746888,0.023094688221709,0.0267566523012797
"1125","FI","NL","Y40-44","F",2013,0.0297872340425532,0.0179028132992327,0.0249465497216498
"1126","FI","NL","Y40-44","F",2014,0.0374531835205993,0.0173160173160173,0.0255655441401104
"1127","FI","NL","Y40-44","F",2015,0.0358306188925081,0.0241187384044527,0.0271571219571806
"1128","FI","NL","Y40-44","M",2009,0.024390243902439,0.0253164556962025,0.0248545149622131
"1129","FI","NL","Y40-44","M",2010,0.0275590551181102,0.0252808988764045,0.0254855129374179
"1130","FI","NL","Y40-44","M",2011,0.0333333333333333,0.0340136054421769,0.0285197685520593
"1131","FI","NL","Y40-44","M",2012,0.029045643153527,0.0207852193995381,0.0252784003967912
"1132","FI","NL","Y40-44","M",2013,0.0297872340425532,0.0255754475703325,0.0257730449910161
"1133","FI","NL","Y40-44","M",2014,0.048689138576779,0.0238095238095238,0.0286211196764028
"1134","FI","NL","Y40-44","M",2015,0.0390879478827362,0.0166975881261596,0.0252967821011437
"1135","FI","NL","Y45-49","F",2009,0.00975609756097561,0.0126582278481013,0.013895413028468
"1136","FI","NL","Y45-49","F",2010,0.0275590551181102,0.0112359550561798,0.0160953923733679
"1137","FI","NL","Y45-49","F",2011,0.0259259259259259,0.00680272108843537,0.0148905708231908
