"","origin","destination","age","sex","year","proportion_value_em","proportion_value_im","value_est"
"1528","NL","AT","Y05-09","F",2010,NA,NA,0.0195543304494747
"1529","NL","AT","Y05-09","F",2011,NA,NA,0.0192696118036708
"1530","NL","AT","Y05-09","F",2012,NA,NA,0.022309007112995
"1531","NL","AT","Y05-09","F",2013,NA,NA,0.0175954596014499
"1532","NL","AT","Y05-09","F",2014,NA,NA,0.018848981317607
"1533","NL","AT","Y05-09","F",2015,NA,NA,0.0185881382285436
"1534","NL","AT","Y05-09","M",2009,NA,NA,0.0231402134210105
"1535","NL","AT","Y05-09","M",2010,NA,NA,0.0232846714410175
"1536","NL","AT","Y05-09","M",2011,NA,NA,0.0230200469651822
"1537","NL","AT","Y05-09","M",2012,NA,NA,0.0246684308126273
"1538","NL","AT","Y05-09","M",2013,NA,NA,0.0197090342813776
"1539","NL","AT","Y05-09","M",2014,NA,NA,0.0226135294452552
"1540","NL","AT","Y05-09","M",2015,NA,NA,0.0259116127334123
"1541","NL","AT","Y10-14","F",2009,NA,NA,0.0124319781572008
"1542","NL","AT","Y10-14","F",2010,NA,NA,0.0124886632129577
"1543","NL","AT","Y10-14","F",2011,NA,NA,0.0125324865463366
"1544","NL","AT","Y10-14","F",2012,NA,NA,0.0125740789706871
"1545","NL","AT","Y10-14","F",2013,NA,NA,0.0119843743095395
"1546","NL","AT","Y10-14","F",2014,NA,NA,0.0132312610505065
"1547","NL","AT","Y10-14","F",2015,NA,NA,0.0123815755531831
"1548","NL","AT","Y10-14","M",2009,NA,NA,0.0149025918563967
"1549","NL","AT","Y10-14","M",2010,NA,NA,0.0148141322633692
"1550","NL","AT","Y10-14","M",2011,NA,NA,0.0146719703539179
"1551","NL","AT","Y10-14","M",2012,NA,NA,0.0133645884207591
"1552","NL","AT","Y10-14","M",2013,NA,NA,0.014944760148788
"1553","NL","AT","Y10-14","M",2014,NA,NA,0.0154777334584392
"1554","NL","AT","Y10-14","M",2015,NA,NA,0.0177154905560772
"1555","NL","AT","Y15-19","F",2009,NA,NA,0.00814926829778534
"1556","NL","AT","Y15-19","F",2010,NA,NA,0.00813107560233844
"1557","NL","AT","Y15-19","F",2011,NA,NA,0.00827928528493899
"1558","NL","AT","Y15-19","F",2012,NA,NA,0.00785662171243648
"1559","NL","AT","Y15-19","F",2013,NA,NA,0.0104725705224318
"1560","NL","AT","Y15-19","F",2014,NA,NA,0.00884843436744732
"1561","NL","AT","Y15-19","F",2015,NA,NA,0.0103099401634306
"1562","NL","AT","Y15-19","M",2009,NA,NA,0.00967638063511289
"1563","NL","AT","Y15-19","M",2010,NA,NA,0.00982366146750749
"1564","NL","AT","Y15-19","M",2011,NA,NA,0.00982168604485073
"1565","NL","AT","Y15-19","M",2012,NA,NA,0.0102169993340029
"1566","NL","AT","Y15-19","M",2013,NA,NA,0.0107273129311842
"1567","NL","AT","Y15-19","M",2014,NA,NA,0.0108976845961463
"1568","NL","AT","Y15-19","M",2015,NA,NA,0.00893758496069339
"1569","NL","AT","Y20-24","F",2009,NA,NA,0.0450103585041816
"1570","NL","AT","Y20-24","F",2010,NA,NA,0.0453638846619328
"1571","NL","AT","Y20-24","F",2011,NA,NA,0.0456091687736129
"1572","NL","AT","Y20-24","F",2012,NA,NA,0.0525659491078122
"1573","NL","AT","Y20-24","F",2013,NA,NA,0.0558550821157881
"1574","NL","AT","Y20-24","F",2014,NA,NA,0.0596678903548988
"1575","NL","AT","Y20-24","F",2015,NA,NA,0.0631457421847523
"1576","NL","AT","Y20-24","M",2009,NA,NA,0.054831280250251
"1577","NL","AT","Y20-24","M",2010,NA,NA,0.0535278565914774
"1578","NL","AT","Y20-24","M",2011,NA,NA,0.0545418418192565
"1579","NL","AT","Y20-24","M",2012,NA,NA,0.0545910139326996
"1580","NL","AT","Y20-24","M",2013,NA,NA,0.0608392854499238
"1581","NL","AT","Y20-24","M",2014,NA,NA,0.0590549968198151
"1582","NL","AT","Y20-24","M",2015,NA,NA,0.0540249865852669
"1583","NL","AT","Y25-29","F",2009,NA,NA,0.0944586478377915
"1584","NL","AT","Y25-29","F",2010,NA,NA,0.09452015716017
"1585","NL","AT","Y25-29","F",2011,NA,NA,0.0941239422206951
"1586","NL","AT","Y25-29","F",2012,NA,NA,0.101204585749417
"1587","NL","AT","Y25-29","F",2013,NA,NA,0.0919456413405314
"1588","NL","AT","Y25-29","F",2014,NA,NA,0.098564332605551
"1589","NL","AT","Y25-29","F",2015,NA,NA,0.0997850336069963
"1590","NL","AT","Y25-29","M",2009,NA,NA,0.112124369793032
"1591","NL","AT","Y25-29","M",2010,NA,NA,0.114574407705246
"1592","NL","AT","Y25-29","M",2011,NA,NA,0.112056204892858
"1593","NL","AT","Y25-29","M",2012,NA,NA,0.111604863871102
"1594","NL","AT","Y25-29","M",2013,NA,NA,0.111727862484639
"1595","NL","AT","Y25-29","M",2014,NA,NA,0.109534291852507
"1596","NL","AT","Y25-29","M",2015,NA,NA,0.110470304030225
"1597","NL","AT","Y30-34","F",2009,NA,NA,0.0822040922625002
"1598","NL","AT","Y30-34","F",2010,NA,NA,0.082692927455822
"1599","NL","AT","Y30-34","F",2011,NA,NA,0.0831127344075063
"1600","NL","AT","Y30-34","F",2012,NA,NA,0.076109304014526
"1601","NL","AT","Y30-34","F",2013,NA,NA,0.0736923079079875
"1602","NL","AT","Y30-34","F",2014,NA,NA,0.0718550782887641
"1603","NL","AT","Y30-34","F",2015,NA,NA,0.0685996028619619
"1604","NL","AT","Y30-34","M",2009,NA,NA,0.0987468743225958
"1605","NL","AT","Y30-34","M",2010,NA,NA,0.0974305419748531
"1606","NL","AT","Y30-34","M",2011,NA,NA,0.0979247377626248
"1607","NL","AT","Y30-34","M",2012,NA,NA,0.0963864451790798
"1608","NL","AT","Y30-34","M",2013,NA,NA,0.0958220833028498
"1609","NL","AT","Y30-34","M",2014,NA,NA,0.0981644365339045
"1610","NL","AT","Y30-34","M",2015,NA,NA,0.0884388238830131
"1611","NL","AT","Y35-39","F",2009,NA,NA,0.0525570974286719
"1612","NL","AT","Y35-39","F",2010,NA,NA,0.052366458720055
"1613","NL","AT","Y35-39","F",2011,NA,NA,0.0523701889161941
"1614","NL","AT","Y35-39","F",2012,NA,NA,0.0462718517968378
"1615","NL","AT","Y35-39","F",2013,NA,NA,0.0446351678297436
"1616","NL","AT","Y35-39","F",2014,NA,NA,0.0458139097488343
"1617","NL","AT","Y35-39","F",2015,NA,NA,0.0477077914688529
"1618","NL","AT","Y35-39","M",2009,NA,NA,0.0620910452929761
"1619","NL","AT","Y35-39","M",2010,NA,NA,0.062407281588568
"1620","NL","AT","Y35-39","M",2011,NA,NA,0.0619810945616339
"1621","NL","AT","Y35-39","M",2012,NA,NA,0.0633787139973018
"1622","NL","AT","Y35-39","M",2013,NA,NA,0.0646828247668552
"1623","NL","AT","Y35-39","M",2014,NA,NA,0.0593028753936116
"1624","NL","AT","Y35-39","M",2015,NA,NA,0.0567809337336987
"1625","NL","AT","Y40-44","F",2009,NA,NA,0.0394564352406772
"1626","NL","AT","Y40-44","F",2010,NA,NA,0.038700284649288
"1627","NL","AT","Y40-44","F",2011,NA,NA,0.0390741369815869
"1628","NL","AT","Y40-44","F",2012,NA,NA,0.035781871256895
"1629","NL","AT","Y40-44","F",2013,NA,NA,0.0377685790667111
"1630","NL","AT","Y40-44","F",2014,NA,NA,0.0344425328510003
"1631","NL","AT","Y40-44","F",2015,NA,NA,0.0389134359252748
"1632","NL","AT","Y40-44","M",2009,NA,NA,0.0466110026721676
"1633","NL","AT","Y40-44","M",2010,NA,NA,0.0463243311250593
"1634","NL","AT","Y40-44","M",2011,NA,NA,0.0466684191746401
"1635","NL","AT","Y40-44","M",2012,NA,NA,0.0512686484946226
"1636","NL","AT","Y40-44","M",2013,NA,NA,0.0532523223647371
"1637","NL","AT","Y40-44","M",2014,NA,NA,0.0477723035791648
"1638","NL","AT","Y40-44","M",2015,NA,NA,0.0486316189465337
"1639","NL","AT","Y45-49","F",2009,NA,NA,0.0227348812528095
"1640","NL","AT","Y45-49","F",2010,NA,NA,0.0229632606948813
"1641","NL","AT","Y45-49","F",2011,NA,NA,0.0228040982400749
"1642","NL","AT","Y45-49","F",2012,NA,NA,0.0222606060390232
"1643","NL","AT","Y45-49","F",2013,NA,NA,0.0259094710471079
"1644","NL","AT","Y45-49","F",2014,NA,NA,0.0223272280683009
"1645","NL","AT","Y45-49","F",2015,NA,NA,0.0221602093158212
"1646","NL","AT","Y45-49","M",2009,NA,NA,0.02726658212578
"1647","NL","AT","Y45-49","M",2010,NA,NA,0.0271773441005222
"1648","NL","AT","Y45-49","M",2011,NA,NA,0.0268670381934478
"1649","NL","AT","Y45-49","M",2012,NA,NA,0.0285343590978346
"1650","NL","AT","Y45-49","M",2013,NA,NA,0.0283603745582642
"1651","NL","AT","Y45-49","M",2014,NA,NA,0.0276040375489639
"1652","NL","AT","Y45-49","M",2015,NA,NA,0.0321830521877128
"1653","NL","AT","Y50-54","F",2009,NA,NA,0.0147617408429138
"1654","NL","AT","Y50-54","F",2010,NA,NA,0.0147861609572058
"1655","NL","AT","Y50-54","F",2011,NA,NA,0.0149571465250716
"1656","NL","AT","Y50-54","F",2012,NA,NA,0.0150820026705429
"1657","NL","AT","Y50-54","F",2013,NA,NA,0.0154857031268664
"1658","NL","AT","Y50-54","F",2014,NA,NA,0.0145498721386908
"1659","NL","AT","Y50-54","F",2015,NA,NA,0.0173026433293015
"1660","NL","AT","Y50-54","M",2009,NA,NA,0.0175492535936125
"1661","NL","AT","Y50-54","M",2010,NA,NA,0.0177399627966048
"1662","NL","AT","Y50-54","M",2011,NA,NA,0.0175455723726236
"1663","NL","AT","Y50-54","M",2012,NA,NA,0.017257397233124
"1664","NL","AT","Y50-54","M",2013,NA,NA,0.0195504248977362
"1665","NL","AT","Y50-54","M",2014,NA,NA,0.0226955455709561
"1666","NL","AT","Y50-54","M",2015,NA,NA,0.0191495492294121
"1667","NL","AT","Y55-59","F",2009,NA,NA,0.0105473043282378
"1668","NL","AT","Y55-59","F",2010,NA,NA,0.0104794148350289
"1669","NL","AT","Y55-59","F",2011,NA,NA,0.0105359024272815
"1670","NL","AT","Y55-59","F",2012,NA,NA,0.0108341337230488
"1671","NL","AT","Y55-59","F",2013,NA,NA,0.0112705578944405
"1672","NL","AT","Y55-59","F",2014,NA,NA,0.0104561469850912
"1673","NL","AT","Y55-59","F",2015,NA,NA,0.0116913302526821
"1674","NL","AT","Y55-59","M",2009,NA,NA,0.0127416250706765
"1675","NL","AT","Y55-59","M",2010,NA,NA,0.012580817826204
"1676","NL","AT","Y55-59","M",2011,NA,NA,0.0125757087358149
"1677","NL","AT","Y55-59","M",2012,NA,NA,0.0141437525801295
"1678","NL","AT","Y55-59","M",2013,NA,NA,0.0164557754624657
"1679","NL","AT","Y55-59","M",2014,NA,NA,0.014321148623743
"1680","NL","AT","Y55-59","M",2015,NA,NA,0.0147604897752695
"1681","NL","AT","Y60-64","F",2009,NA,NA,0.00865354891645071
"1682","NL","AT","Y60-64","F",2010,NA,NA,0.0086151922255545
"1683","NL","AT","Y60-64","F",2011,NA,NA,0.00863711960381957
"1684","NL","AT","Y60-64","F",2012,NA,NA,0.00895840737709071
"1685","NL","AT","Y60-64","F",2013,NA,NA,0.00979965929476462
"1686","NL","AT","Y60-64","F",2014,NA,NA,0.00999606727072015
"1687","NL","AT","Y60-64","F",2015,NA,NA,0.00953553076374292
"1688","NL","AT","Y60-64","M",2009,NA,NA,0.0103372839521051
"1689","NL","AT","Y60-64","M",2010,NA,NA,0.0103844775264281
"1690","NL","AT","Y60-64","M",2011,NA,NA,0.0102416922310686
"1691","NL","AT","Y60-64","M",2012,NA,NA,0.0119791075626483
"1692","NL","AT","Y60-64","M",2013,NA,NA,0.0138021029369432
"1693","NL","AT","Y60-64","M",2014,NA,NA,0.0129039118501227
"1694","NL","AT","Y60-64","M",2015,NA,NA,0.0118785373929682
"1695","NL","AT","Y65-69","F",2009,NA,NA,0.00639563833039018
"1696","NL","AT","Y65-69","F",2010,NA,NA,0.00642785565233855
"1697","NL","AT","Y65-69","F",2011,NA,NA,0.00640752697793138
"1698","NL","AT","Y65-69","F",2012,NA,NA,0.00681081599474887
"1699","NL","AT","Y65-69","F",2013,NA,NA,0.00611110078572176
"1700","NL","AT","Y65-69","F",2014,NA,NA,0.00707414678412572
"1701","NL","AT","Y65-69","F",2015,NA,NA,0.00721795877959057
"1702","NL","AT","Y65-69","M",2009,NA,NA,0.00754054112799042
"1703","NL","AT","Y65-69","M",2010,NA,NA,0.00760221346775013
"1704","NL","AT","Y65-69","M",2011,NA,NA,0.00761903656474592
"1705","NL","AT","Y65-69","M",2012,NA,NA,0.0100562304156025
"1706","NL","AT","Y65-69","M",2013,NA,NA,0.00888168080275905
"1707","NL","AT","Y65-69","M",2014,NA,NA,0.00987327963316108
"1708","NL","AT","Y65-69","M",2015,NA,NA,0.00952281848013576
"1709","NL","AT","Y70-74","F",2009,NA,NA,0.00177647850738898
"1710","NL","AT","Y70-74","F",2010,NA,NA,0.00172668631026799
"1711","NL","AT","Y70-74","F",2011,NA,NA,0.0017475005846742
"1712","NL","AT","Y70-74","F",2012,NA,NA,0.00175905060007822
"1713","NL","AT","Y70-74","F",2013,NA,NA,0.0020252004274619
"1714","NL","AT","Y70-74","F",2014,NA,NA,0.00188469947411932
"1715","NL","AT","Y70-74","F",2015,NA,NA,0.00193243539281964
"1716","NL","AT","Y70-74","M",2009,NA,NA,0.00208323036045176
"1717","NL","AT","Y70-74","M",2010,NA,NA,0.0021050550271986
"1718","NL","AT","Y70-74","M",2011,NA,NA,0.00205767168938667
"1719","NL","AT","Y70-74","M",2012,NA,NA,0.00229581232068315
"1720","NL","AT","Y70-74","M",2013,NA,NA,0.0022659558116832
"1721","NL","AT","Y70-74","M",2014,NA,NA,0.00239597980148969
"1722","NL","AT","Y70-74","M",2015,NA,NA,0.00235049977113256
"1723","NL","AT","Y75-79","F",2009,NA,NA,0.0005639382279483
"1724","NL","AT","Y75-79","F",2010,NA,NA,0.00056070413432651
"1725","NL","AT","Y75-79","F",2011,NA,NA,0.00056564714772558
"1726","NL","AT","Y75-79","F",2012,NA,NA,0.00056354086621211
"1727","NL","AT","Y75-79","F",2013,NA,NA,0.00060189094379713
"1728","NL","AT","Y75-79","F",2014,NA,NA,0.00060046991434932
"1729","NL","AT","Y75-79","F",2015,NA,NA,0.00058817759662962
"1730","NL","AT","Y75-79","M",2009,NA,NA,0.00066986847073859
"1731","NL","AT","Y75-79","M",2010,NA,NA,0.00068038253610627
"1732","NL","AT","Y75-79","M",2011,NA,NA,0.00067334113100354
"1733","NL","AT","Y75-79","M",2012,NA,NA,0.00070736828590467
"1734","NL","AT","Y75-79","M",2013,NA,NA,0.00082955957190236
"1735","NL","AT","Y75-79","M",2014,NA,NA,0.00074918046544857
"1736","NL","AT","Y75-79","M",2015,NA,NA,0.00073791337327382
"1737","NL","AT","Y80-84","F",2009,NA,NA,0.00048838987139583
"1738","NL","AT","Y80-84","F",2010,NA,NA,0.0004842890583746
"1739","NL","AT","Y80-84","F",2011,NA,NA,0.00048238541794935
"1740","NL","AT","Y80-84","F",2012,NA,NA,0.00053589852879505
"1741","NL","AT","Y80-84","F",2013,NA,NA,0.00049470988830599
"1742","NL","AT","Y80-84","F",2014,NA,NA,0.00052184080350771
"1743","NL","AT","Y80-84","F",2015,NA,NA,0.00057719226948219
"1744","NL","AT","Y80-84","M",2009,NA,NA,0.00057452268576369
"1745","NL","AT","Y80-84","M",2010,NA,NA,0.00056909401193335
"1746","NL","AT","Y80-84","M",2011,NA,NA,0.00059402913938969
"1747","NL","AT","Y80-84","M",2012,NA,NA,0.00059878386925022
"1748","NL","AT","Y80-84","M",2013,NA,NA,0.00057295602519865
"1749","NL","AT","Y80-84","M",2014,NA,NA,0.00061908190566712
"1750","NL","AT","Y80-84","M",2015,NA,NA,0.00062770946932785
"1751","NL","AT","Y85-Inf","F",2009,NA,NA,0.00066048554894262
"1752","NL","AT","Y85-Inf","F",2010,NA,NA,0.0006682779577129
"1753","NL","AT","Y85-Inf","F",2011,NA,NA,0.00066208211081043
"1754","NL","AT","Y85-Inf","F",2012,NA,NA,0.00064956589624149
"1755","NL","AT","Y85-Inf","F",2013,NA,NA,0.00071393438819083
"1756","NL","AT","Y85-Inf","F",2014,NA,NA,0.00074112724197311
"1757","NL","AT","Y85-Inf","F",2015,NA,NA,0.00075038017722253
"1758","NL","AT","Y85-Inf","M",2009,NA,NA,0.00078248826366806
"1759","NL","AT","Y85-Inf","M",2010,NA,NA,0.00078765997457816
"1760","NL","AT","Y85-Inf","M",2011,NA,NA,0.00080703699362511
"1761","NL","AT","Y85-Inf","M",2012,NA,NA,0.00078064465311251
"1762","NL","AT","Y85-Inf","M",2013,NA,NA,0.00083003531642683
"1763","NL","AT","Y85-Inf","M",2014,NA,NA,0.00079956982641915
"1764","NL","AT","Y85-Inf","M",2015,NA,NA,0.00093191788296916
"1765","NL","FI","Y00-04","F",2009,NA,NA,0.0281169396221495
"1766","NL","FI","Y00-04","F",2010,NA,NA,0.0269500853054775
"1767","NL","FI","Y00-04","F",2011,NA,NA,0.0268194538522139
"1768","NL","FI","Y00-04","F",2012,0.031390134529148,0.0244897959183673,0.0266778156918194
"1769","NL","FI","Y00-04","F",2013,0.021978021978022,0.0387931034482759,0.0262876051893505
"1770","NL","FI","Y00-04","F",2014,0.0255102040816327,0.0300751879699248,0.0263662260091774
"1771","NL","FI","Y00-04","F",2015,0.0159151193633952,0.0229885057471264,0.0225136577804603
"1772","NL","FI","Y00-04","M",2009,NA,NA,0.033353381664467
"1773","NL","FI","Y00-04","M",2010,NA,NA,0.0324954763764981
"1774","NL","FI","Y00-04","M",2011,NA,NA,0.0305020494723017
"1775","NL","FI","Y00-04","M",2012,0.0493273542600897,0.0530612244897959,0.0404066876022976
"1776","NL","FI","Y00-04","M",2013,0.0247252747252747,0.0387931034482759,0.0309630694354169
"1777","NL","FI","Y00-04","M",2014,0.0433673469387755,0.0488721804511278,0.0378708042432636
"1778","NL","FI","Y00-04","M",2015,0.0185676392572944,0.0268199233716475,0.0277172489146283
"1779","NL","FI","Y05-09","F",2009,NA,NA,0.0190490144648534
"1780","NL","FI","Y05-09","F",2010,NA,NA,0.0168230447834407
"1781","NL","FI","Y05-09","F",2011,NA,NA,0.0161722229793904
"1782","NL","FI","Y05-09","F",2012,0.0336322869955157,0.0408163265306122,0.0229618443530538
"1783","NL","FI","Y05-09","F",2013,0.00824175824175824,0.00862068965517241,0.0140535045735386
"1784","NL","FI","Y05-09","F",2014,0.00255102040816327,0.0037593984962406,0.0124142951157211
"1785","NL","FI","Y05-09","F",2015,0.0159151193633952,0.0229885057471264,0.0169380785522183
"1786","NL","FI","Y05-09","M",2009,NA,NA,0.0214134127848983
"1787","NL","FI","Y05-09","M",2010,NA,NA,0.0234244178930003
"1788","NL","FI","Y05-09","M",2011,NA,NA,0.0196577441974534
"1789","NL","FI","Y05-09","M",2012,0.0291479820627803,0.0408163265306122,0.0255179235990072
"1790","NL","FI","Y05-09","M",2013,0.0192307692307692,0.0172413793103448,0.0200425532659907
"1791","NL","FI","Y05-09","M",2014,0.0280612244897959,0.0338345864661654,0.0239787396722018
"1792","NL","FI","Y05-09","M",2015,0.013262599469496,0,0.0164258761937065
"1793","NL","FI","Y10-14","F",2009,NA,NA,0.00988647219171479
"1794","NL","FI","Y10-14","F",2010,NA,NA,0.00925065183335971
"1795","NL","FI","Y10-14","F",2011,NA,NA,0.00833353187502362
"1796","NL","FI","Y10-14","F",2012,0.00448430493273543,0.00408163265306122,0.00760538771004195
"1797","NL","FI","Y10-14","F",2013,0.0054945054945055,0.0172413793103448,0.00873842570993811
"1798","NL","FI","Y10-14","F",2014,0.0153061224489796,0.0112781954887218,0.00958231739500558
"1799","NL","FI","Y10-14","F",2015,0.00530503978779841,0.00383141762452107,0.00770652225158868
"1800","NL","FI","Y10-14","M",2009,NA,NA,0.0116128897051684
"1801","NL","FI","Y10-14","M",2010,NA,NA,0.0123934611780996
"1802","NL","FI","Y10-14","M",2011,NA,NA,0.0114879268688861
"1803","NL","FI","Y10-14","M",2012,0.0112107623318386,0.00408163265306122,0.0103457819607794
"1804","NL","FI","Y10-14","M",2013,0.0054945054945055,0.00862068965517241,0.00985072285238172
"1805","NL","FI","Y10-14","M",2014,0.0204081632653061,0.0112781954887218,0.0123313433508596
"1806","NL","FI","Y10-14","M",2015,0.013262599469496,0,0.0100913783649329
"1807","NL","FI","Y15-19","F",2009,NA,NA,0.0101847790396515
"1808","NL","FI","Y15-19","F",2010,NA,NA,0.0106539174715399
"1809","NL","FI","Y15-19","F",2011,NA,NA,0.0108290865514429
"1810","NL","FI","Y15-19","F",2012,0.00672645739910314,0.0163265306122449,0.0096085448539794
"1811","NL","FI","Y15-19","F",2013,0.00824175824175824,0.0129310344827586,0.00954319740272377
"1812","NL","FI","Y15-19","F",2014,0.0204081632653061,0.0112781954887218,0.0109321648163913
"1813","NL","FI","Y15-19","F",2015,0.0106100795755968,0.00383141762452107,0.00889097433661308
"1814","NL","FI","Y15-19","M",2009,NA,NA,0.0113118007749026
"1815","NL","FI","Y15-19","M",2010,NA,NA,0.0132747923984436
"1816","NL","FI","Y15-19","M",2011,NA,NA,0.0135673613470066
"1817","NL","FI","Y15-19","M",2012,0.00896860986547085,0.00408163265306122,0.0109814120909942
"1818","NL","FI","Y15-19","M",2013,0.0054945054945055,0.00431034482758621,0.010404561767988
"1819","NL","FI","Y15-19","M",2014,0.0076530612244898,0.0037593984962406,0.0105350036748307
"1820","NL","FI","Y15-19","M",2015,0.0212201591511936,0.0191570881226054,0.0139864377118632
"1821","NL","FI","Y20-24","F",2009,NA,NA,0.0760874979730437
"1822","NL","FI","Y20-24","F",2010,NA,NA,0.0704652774726941
"1823","NL","FI","Y20-24","F",2011,NA,NA,0.0752771184086901
"1824","NL","FI","Y20-24","F",2012,0.0605381165919283,0.0816326530612245,0.0708459576876904
"1825","NL","FI","Y20-24","F",2013,0.0576923076923077,0.0689655172413793,0.0662388076917615
"1826","NL","FI","Y20-24","F",2014,0.0816326530612245,0.0639097744360902,0.0726122390526729
"1827","NL","FI","Y20-24","F",2015,0.103448275862069,0.0842911877394636,0.0825680367315066
"1828","NL","FI","Y20-24","M",2009,NA,NA,0.0781339165550006
"1829","NL","FI","Y20-24","M",2010,NA,NA,0.0807386502371989
"1830","NL","FI","Y20-24","M",2011,NA,NA,0.0870320744687315
"1831","NL","FI","Y20-24","M",2012,0.0717488789237668,0.0612244897959184,0.077456887940447
"1832","NL","FI","Y20-24","M",2013,0.0741758241758242,0.116379310344828,0.090127430798697
"1833","NL","FI","Y20-24","M",2014,0.0790816326530612,0.0864661654135338,0.0860772317330448
"1834","NL","FI","Y20-24","M",2015,0.0875331564986737,0.0957854406130268,0.0904264623879861
"1835","NL","FI","Y25-29","F",2009,NA,NA,0.0919300550328607
"1836","NL","FI","Y25-29","F",2010,NA,NA,0.0916436160759887
"1837","NL","FI","Y25-29","F",2011,NA,NA,0.100141091775073
"1838","NL","FI","Y25-29","F",2012,0.116591928251121,0.0938775510204082,0.101411314937414
"1839","NL","FI","Y25-29","F",2013,0.118131868131868,0.0517241379310345,0.0903691254822747
"1840","NL","FI","Y25-29","F",2014,0.0918367346938776,0.0977443609022556,0.0949563684093003
"1841","NL","FI","Y25-29","F",2015,0.119363395225464,0.0919540229885057,0.101096393739186
"1842","NL","FI","Y25-29","M",2009,NA,NA,0.115212734795453
"1843","NL","FI","Y25-29","M",2010,NA,NA,0.123960263118831
"1844","NL","FI","Y25-29","M",2011,NA,NA,0.115566984886363
"1845","NL","FI","Y25-29","M",2012,0.121076233183857,0.110204081632653,0.119529834055938
"1846","NL","FI","Y25-29","M",2013,0.14010989010989,0.150862068965517,0.134407587088747
"1847","NL","FI","Y25-29","M",2014,0.11734693877551,0.154135338345865,0.128882396897657
"1848","NL","FI","Y25-29","M",2015,0.175066312997347,0.122605363984674,0.137253071630845
"1849","NL","FI","Y30-34","F",2009,NA,NA,0.0670691400354077
"1850","NL","FI","Y30-34","F",2010,NA,NA,0.0742237343325589
"1851","NL","FI","Y30-34","F",2011,NA,NA,0.0679265132986457
"1852","NL","FI","Y30-34","F",2012,0.0919282511210762,0.073469387755102,0.0777953887600435
"1853","NL","FI","Y30-34","F",2013,0.0741758241758242,0.0948275862068965,0.0760287626323586
"1854","NL","FI","Y30-34","F",2014,0.0714285714285714,0.0789473684210526,0.0722230227465993
"1855","NL","FI","Y30-34","F",2015,0.0716180371352785,0.0804597701149425,0.0722565075433219
"1856","NL","FI","Y30-34","M",2009,NA,NA,0.0919470673194332
"1857","NL","FI","Y30-34","M",2010,NA,NA,0.0907403668192928
"1858","NL","FI","Y30-34","M",2011,NA,NA,0.0963223889029079
"1859","NL","FI","Y30-34","M",2012,0.0919282511210762,0.106122448979592,0.09418458856446
"1860","NL","FI","Y30-34","M",2013,0.14010989010989,0.0991379310344828,0.106375881254802
"1861","NL","FI","Y30-34","M",2014,0.107142857142857,0.105263157894737,0.0982596163265649
"1862","NL","FI","Y30-34","M",2015,0.0954907161803713,0.10727969348659,0.0955537244609233
"1863","NL","FI","Y35-39","F",2009,NA,NA,0.0535143168646968
"1864","NL","FI","Y35-39","F",2010,NA,NA,0.0491249945606303
"1865","NL","FI","Y35-39","F",2011,NA,NA,0.0542641446810896
"1866","NL","FI","Y35-39","F",2012,0.0448430493273543,0.0448979591836735,0.0463612320094974
"1867","NL","FI","Y35-39","F",2013,0.032967032967033,0.0431034482758621,0.0428394312164425
"1868","NL","FI","Y35-39","F",2014,0.048469387755102,0.018796992481203,0.0412542901140103
"1869","NL","FI","Y35-39","F",2015,0.0397877984084881,0.0613026819923372,0.0483333516741892
"1870","NL","FI","Y35-39","M",2009,NA,NA,0.0700328631288414
"1871","NL","FI","Y35-39","M",2010,NA,NA,0.0657601230732104
"1872","NL","FI","Y35-39","M",2011,NA,NA,0.0562594675393557
"1873","NL","FI","Y35-39","M",2012,0.0852017937219731,0.0816326530612245,0.0727676570484808
"1874","NL","FI","Y35-39","M",2013,0.0741758241758242,0.0560344827586207,0.0635640420181941
"1875","NL","FI","Y35-39","M",2014,0.0714285714285714,0.0639097744360902,0.0642142823996886
"1876","NL","FI","Y35-39","M",2015,0.0636604774535809,0.0574712643678161,0.0616022091905228
"1877","NL","FI","Y40-44","F",2009,NA,NA,0.025706205064673
"1878","NL","FI","Y40-44","F",2010,NA,NA,0.0256249928611428
"1879","NL","FI","Y40-44","F",2011,NA,NA,0.0259571591908035
"1880","NL","FI","Y40-44","F",2012,0.015695067264574,0.0244897959183673,0.0233785857017222
"1881","NL","FI","Y40-44","F",2013,0.0164835164835165,0.021551724137931,0.0230229433739513
"1882","NL","FI","Y40-44","F",2014,0.0255102040816327,0.018796992481203,0.0242753672936155
"1883","NL","FI","Y40-44","F",2015,0.0212201591511936,0.0306513409961686,0.0255416499414916
"1884","NL","FI","Y40-44","M",2009,NA,NA,0.037397874049676
"1885","NL","FI","Y40-44","M",2010,NA,NA,0.0313442787844612
"1886","NL","FI","Y40-44","M",2011,NA,NA,0.0319886574069806
"1887","NL","FI","Y40-44","M",2012,0.0493273542600897,0.036734693877551,0.0379711637203242
"1888","NL","FI","Y40-44","M",2013,0.0521978021978022,0.0301724137931034,0.0369699184421931
"1889","NL","FI","Y40-44","M",2014,0.0510204081632653,0.0526315789473684,0.0408515312303015
"1890","NL","FI","Y40-44","M",2015,0.0212201591511936,0.0459770114942529,0.0323899408434274
"1891","NL","FI","Y45-49","F",2009,NA,NA,0.0191496125664908
"1892","NL","FI","Y45-49","F",2010,NA,NA,0.0240025469663332
